,population
4098,0.0
4099,353.0
4100,96.0
4101,20.0
4102,3975.0
4103,56.0
4104,249.0
4105,226.0
4106,42.0
4107,48.0
4108,547.0
4109,28.0
4110,12.0
4111,5.0
4112,6.0
4113,3.0
4114,51.0
4115,0.0
4116,3.0
4117,0.0
4118,1.0
4119,0.0
4120,0.0
4121,3.0
4122,24.0
4123,4.0
4124,27.0
4125,22.0
4126,12.0
4127,1.0
4128,84.0
4129,40.0
4130,0.0
4131,4.0
4132,1.0
4133,5.0
4134,0.0
4135,0.0
4136,0.0
4137,0.0
4138,0.0
4139,0.0
4140,7.0
4141,1.0
4142,0.0
4143,0.0
4144,18.0
4145,40.0
4146,26.0
4147,0.0
4148,175.0
4149,14.0
4150,13.0
4151,60.0
4152,23.0
4153,0.0
4154,747.0
4155,544.0
4156,48.0
4157,1537.0
4158,2.0
4159,49.0
4160,9.0
4161,0.0
4162,0.0
4163,17.0
4164,0.0
4165,0.0
4166,14.0
4167,6.0
4168,0.0
4169,0.0
4170,59.0
4171,85.0
4172,19.0
4173,30.0
4174,0.0
4175,0.0
4176,0.0
4177,25.0
4178,14.0
4179,9.0
4180,0.0
4181,0.0
4182,16.0
4183,41.0
4184,25.0
4185,11.0
4186,0.0
4187,0.0
4188,3.0
4189,0.0
4190,50.0
4191,270.0
4192,44.0
4193,768.0
4194,20.0
4195,20.0
4196,1.0
4197,32.0
4198,111.0
4199,44.0
4200,14.0
4201,7.0
4202,0.0
4203,45.0
4204,12.0
4205,26.0
4206,38.0
4207,4.0
4208,18.0
4209,116.0
4210,10.0
4211,0.0
4212,16.0
4213,4.0
4214,0.0
4215,0.0
4216,19.0
4217,0.0
4218,0.0
4219,152.0
4220,12.0
4221,12.0
4222,3.0
4223,91.0
4224,9.0
4225,0.0
4226,0.0
4227,0.0
4228,0.0
4229,65.0
4230,0.0
4231,0.0
4232,72.0
4233,0.0
4234,248.0
4235,39.0
4236,1.0
4237,0.0
4238,0.0
4239,0.0
4240,60.0
4241,162.0
4242,789.0
4243,345.0
4244,30.0
4245,7.0
4246,27.0
4247,34.0
4248,5.0
4249,70.0
4250,100.0
4251,0.0
4252,0.0
4253,0.0
4254,0.0
4255,4.0
4256,0.0
4257,19.0
4258,2.0
4259,3.0
4260,11.0
4261,29.0
4262,0.0
4263,23.0
4264,33.0
4265,79.0
4266,111.0
4267,15.0
4268,299.0
4269,0.0
4270,5.0
4271,56.0
4272,70.0
4273,20.0
4274,3.0
4275,4.0
4276,1.0
4277,0.0
4278,0.0
4279,8.0
4280,22.0
4281,4.0
4282,10.0
4283,0.0
4284,32.0
4285,24.0
4286,16.0
4287,1090.0
4288,189.0
4289,70.0
4290,212.0
4291,0.0
4292,19.0
4293,2.0
4294,0.0
4295,29.0
4296,30.0
4297,0.0
4298,4.0
4299,0.0
4300,218.0
4301,27.0
4302,4.0
4303,18.0
4304,5.0
4305,21.0
4306,0.0
4307,326.0
4308,25.0
4309,0.0
4310,23.0
4311,0.0
4312,14.0
4313,0.0
4314,1.0
4315,0.0
4316,7.0
4317,9.0
4318,0.0
4319,0.0
4320,80.0
4321,1.0
4322,0.0
4323,0.0
4324,0.0
4325,672.0
4326,20.0
4327,1.0
4328,240.0
4329,43.0
4330,1686.0
4331,400.0
4332,271.0
4333,51.0
4334,25.0
4335,2768.0
4336,13.0
4337,15.0
4338,0.0
4339,14.0
4340,22.0
4341,2.0
4342,21.0
4343,7.0
4344,0.0
4345,0.0
4346,86.0
4347,0.0
4348,25.0
4349,11.0
4350,4.0
4351,2.0
4352,10.0
4353,60.0
4354,9.0
4355,0.0
4356,174.0
4357,1.0
4358,292.0
4359,12.0
4360,242.0
4361,20.0
4362,68.0
4363,35.0
4364,0.0
4365,0.0
4366,32.0
4367,0.0
4368,2.0
4369,0.0
4370,0.0
4371,0.0
4372,2.0
4373,20.0
4374,0.0
4375,3.0
4376,50.0
4377,100.0
4378,171.0
4379,41.0
4380,300.0
4381,518.0
4382,0.0
4383,18.0
4384,49.0
4385,60.0
4386,32.0
4387,0.0
4388,50.0
4389,55.0
4390,0.0
4391,0.0
4392,0.0
4393,29.0
4394,0.0
4395,33.0
4396,20.0
4397,12.0
4398,22.0
4399,2.0
4400,14.0
4401,8.0
4402,0.0
4403,4.0
4404,2311.0
4405,0.0
4406,5.0
4407,0.0
4408,14.0
4409,198.0
4410,40.0
4411,0.0
4412,0.0
4413,0.0
4414,10.0
4415,44.0
4416,46.0
4417,37.0
4418,0.0
4419,100.0
4420,20.0
4421,0.0
4422,11.0
4423,1.0
4424,5.0
4425,67.0
4426,16.0
4427,164.0
4428,0.0
4429,0.0
4430,80.0
4431,3.0
4432,0.0
4433,3692.0
4434,0.0
4435,15.0
4436,0.0
4437,7023.0
4438,30.0
4439,70.0
4440,0.0
4441,19.0
4442,0.0
4443,0.0
4444,2.0
4445,4.0
4446,1.0
4447,15.0
4448,0.0
4449,1.0
4450,10.0
4451,1.0
4452,0.0
4453,0.0
4454,0.0
4455,120.0
4456,1050.0
4457,102.0
4458,219.0
4459,3.0
4460,9.0
4461,95.0
4462,60.0
4463,0.0
4464,13.0
4465,0.0
4466,0.0
4467,1.0
4468,0.0
4469,0.0
4470,3.0
4471,28.0
4472,0.0
4473,0.0
4474,55.0
4475,440.0
4476,50.0
4477,3760.0
4478,100.0
4479,79.0
4480,12.0
4481,5.0
4482,0.0
4483,0.0
4484,0.0
4485,104.0
4486,0.0
4487,0.0
4488,8.0
4489,0.0
4490,0.0
4491,6.0
4492,52.0
4493,6.0
4494,3.0
4495,347.0
4496,3.0
4497,0.0
4498,0.0
4499,0.0
4500,0.0
4501,9.0
4502,6.0
4503,0.0
4504,5.0
4505,20.0
4506,15.0
4507,12.0
4508,0.0
4509,3.0
4510,3.0
4511,14.0
4512,51.0
4513,384.0
4514,0.0
4515,14600.0
4516,190.0
4517,34.0
4518,4.0
4519,0.0
4520,3.0
4521,100.0
4522,2541.0
4523,2041.0
4524,90.0
4525,24.0
4526,350.0
4527,100.0
4528,250.0
4529,3121.0
4530,2.0
4531,22.0
4532,111.0
4533,46.0
4534,32.0
4535,0.0
4536,0.0
4537,0.0
4538,10.0
4539,160.0
4540,16.0
4541,0.0
4542,1.0
4543,40.0
4544,40.0
4545,1.0
4546,5.0
4547,403.0
4548,74.0
4549,26.0
4550,10.0
4551,1.0
4552,2.0
4553,0.0
4554,100.0
4555,158.0
4556,274.0
4557,12.0
4558,4.0
4559,251.0
4560,0.0
4561,50.0
4562,3.0
4563,0.0
4564,87.0
4565,4.0
4566,0.0
4567,0.0
4568,0.0
4569,0.0
4570,0.0
4571,15.0
4572,0.0
4573,0.0
4574,3332.0
4575,0.0
4576,0.0
4577,260.0
4578,50.0
4579,0.0
4580,1.0
4581,1000.0
4582,13.0
4583,12.0
4584,3.0
4585,31.0
4586,14.0
4587,8.0
4588,594.0
4589,2.0
4590,2182.0
4591,64.0
4592,9.0
4593,0.0
4594,50.0
4595,55.0
4596,13.0
4597,60.0
4598,20.0
4599,31.0
4600,0.0
4601,69.0
4602,0.0
4603,14.0
4604,8.0
4605,3.0
4606,103.0
4607,47.0
4608,0.0
4609,0.0
4610,0.0
4611,475.0
4612,54.0
4613,0.0
4614,0.0
4615,0.0
4616,0.0
4617,51.0
4618,11.0
4619,0.0
4620,147.0
4621,92.0
4622,3.0
4623,13.0
4624,61.0
4625,0.0
4626,0.0
4627,18.0
4628,1.0
4629,130.0
4630,7.0
4631,13.0
4632,11.0
4633,54.0
4634,135.0
4635,14.0
4636,2.0
4637,0.0
4638,45.0
4639,42.0
4640,326.0
4641,0.0
4642,0.0
4643,70.0
4644,18.0
4645,25.0
4646,0.0
4647,0.0
4648,36.0
4649,70.0
4650,0.0
4651,0.0
4652,0.0
4653,0.0
4654,2.0
4655,0.0
4656,1.0
4657,6.0
4658,1.0
4659,3.0
4660,50.0
4661,1.0
4662,6.0
4663,0.0
4664,0.0
4665,2.0
4666,3.0
4667,6.0
4668,6.0
4669,148.0
4670,48.0
4671,123.0
4672,5.0
4673,0.0
4674,0.0
4675,1.0
4676,0.0
4677,2.0
4678,0.0
4679,3.0
4680,7.0
4681,25.0
4682,0.0
4683,0.0
4684,0.0
4685,7.0
4686,0.0
4687,0.0
4688,3.0
4689,30.0
4690,12.0
4691,0.0
4692,0.0
4693,0.0
4694,307.0
4695,153.0
4696,725.0
4697,23.0
4698,211.0
4699,40.0
4700,245.0
4701,23.0
4702,24.0
4703,0.0
4704,2.0
4705,2.0
4706,1186.0
4707,38.0
4708,3.0
4709,47.0
4710,2.0
4711,9.0
4712,4.0
4713,0.0
4714,7.0
4715,5.0
4716,18.0
4717,0.0
4718,0.0
4719,7.0
4720,22.0
4721,12.0
4722,0.0
4723,0.0
4724,0.0
4725,0.0
4726,6.0
4727,0.0
4728,14.0
4729,34.0
4730,0.0
4731,12.0
4732,0.0
4733,36.0
4734,11.0
4735,3.0
4736,96.0
4737,0.0
4738,0.0
4739,11.0
4740,52.0
4741,4.0
4742,53.0
4743,143.0
4744,0.0
4745,2.0
4746,12.0
4747,2.0
4748,34.0
4749,13.0
4750,8.0
4751,40.0
4752,5.0
4753,12.0
4754,33.0
4755,56.0
4756,0.0
4757,100.0
4758,140.0
4759,229.0
4760,325.0
4761,10378.0
4762,6.0
4763,8.0
4764,0.0
4765,21.0
4766,0.0
4767,73.0
4768,8.0
4769,0.0
4770,1.0
4771,0.0
4772,0.0
4773,60.0
4774,26.0
4775,85.0
4776,0.0
4777,7.0
4778,0.0
4779,0.0
4780,64.0
4781,4.0
4782,0.0
4783,0.0
4784,6.0
4785,32.0
4786,2.0
4787,6.0
4788,0.0
4789,0.0
4790,0.0
4791,46.0
4792,15.0
4793,0.0
4794,636.0
4795,18.0
4796,9.0
4797,0.0
4798,2.0
4799,22.0
4800,23.0
4801,0.0
4802,0.0
4803,1.0
4804,0.0
4805,0.0
4806,0.0
4807,0.0
4808,1.0
4809,0.0
4810,14.0
4811,89.0
4812,100.0
4813,11.0
4814,0.0
4815,0.0
4816,170.0
4817,32.0
4818,0.0
4819,143.0
4820,11.0
4821,34.0
4822,27.0
4823,231.0
4824,0.0
4825,1.0
4826,1.0
4827,74.0
4828,40.0
4829,6.0
4830,0.0
4831,164.0
4832,100.0
4833,93.0
4834,7.0
4835,2.0
4836,154.0
4837,3.0
4838,1.0
4839,42.0
4840,12.0
4841,34.0
4842,0.0
4843,1.0
4844,162.0
4845,0.0
4846,12.0
4847,0.0
4848,0.0
4849,0.0
4850,11.0
4851,0.0
4852,2.0
4853,0.0
4854,36.0
4855,187.0
4856,13.0
4857,7.0
4858,21.0
4859,0.0
4860,2.0
4861,3.0
4862,0.0
4863,0.0
4864,0.0
4865,0.0
4866,10.0
4867,10.0
4868,2.0
4869,27.0
4870,0.0
4871,17982.0
4872,2265.0
4873,115.0
4874,0.0
4875,1.0
4876,0.0
4877,257.0
4878,0.0
4879,3.0
4880,142.0
4881,82.0
4882,0.0
4883,1.0
4884,24.0
4885,0.0
4886,5.0
4887,30000.0
4888,0.0
4889,3.0
4890,0.0
4891,622.0
4892,40.0
4893,127.0
4894,10.0
4895,12.0
4896,32.0
4897,0.0
4898,4.0
4899,23.0
4900,21.0
4901,5.0
4902,4.0
4903,37.0
4904,15.0
4905,31.0
4906,13.0
4907,15.0
4908,6.0
4909,7.0
4910,1.0
4911,8.0
4912,0.0
4913,0.0
4914,0.0
4915,1.0
4916,0.0
4917,13.0
4918,0.0
4919,0.0
4920,31.0
4921,11.0
4922,0.0
4923,0.0
4924,49.0
4925,1.0
4926,42.0
4927,64.0
4928,0.0
4929,35.0
4930,0.0
4931,0.0
4932,7.0
4933,7.0
4934,0.0
4935,6.0
4936,0.0
4937,14.0
4938,0.0
4939,6.0
4940,30.0
4941,0.0
4942,7.0
4943,48.0
4944,60.0
4945,200.0
4946,3.0
4947,11.0
4948,16.0
4949,0.0
4950,15.0
4951,1.0
4952,0.0
4953,9.0
4954,257.0
4955,48.0
4956,117.0
4957,85.0
4958,83.0
4959,11.0
4960,68.0
4961,3.0
4962,2.0
4963,8.0
4964,105.0
4965,7.0
4966,0.0
4967,2.0
4968,0.0
4969,5.0
4970,0.0
4971,0.0
4972,7.0
4973,37.0
4974,4.0
4975,34.0
4976,14.0
4977,30.0
4978,3.0
4979,16.0
4980,8.0
4981,14.0
4982,0.0
4983,60.0
4984,9.0
4985,4.0
4986,0.0
4987,4.0
4988,5.0
4989,6.0
4990,0.0
4991,0.0
4992,0.0
4993,4.0
4994,12.0
4995,0.0
4996,4.0
4997,0.0
4998,27.0
4999,1.0
5000,9.0
5001,36.0
5002,0.0
5003,10.0
5004,0.0
5005,0.0
5006,40.0
5007,0.0
5008,1.0
5009,16.0
5010,1.0
5011,149.0
5012,164.0
5013,100.0
5014,52.0
5015,74.0
5016,0.0
5017,20.0
5018,275.0
5019,6.0
5020,329.0
5021,1751.0
5022,187.0
5023,0.0
5024,1.0
5025,1.0
5026,2.0
5027,8.0
5028,3.0
5029,0.0
5030,0.0
5031,3.0
5032,5.0
5033,25.0
5034,16.0
5035,0.0
5036,0.0
5037,0.0
5038,9.0
5039,1.0
5040,18.0
5041,0.0
5042,13.0
5043,0.0
5044,0.0
5045,11.0
5046,347.0
5047,13.0
5048,7.0
5049,33.0
5050,2.0
5051,15.0
5052,5.0
5053,5.0
5054,0.0
5055,6.0
5056,0.0
5057,2.0
5058,0.0
5059,0.0
5060,153.0
5061,0.0
5062,66.0
5063,125.0
5064,14.0
5065,8.0
5066,23.0
5067,0.0
5068,0.0
5069,15.0
5070,0.0
5071,4.0
5072,19.0
5073,800.0
5074,14.0
5075,18.0
5076,0.0
5077,12.0
5078,0.0
5079,0.0
5080,2.0
5081,4.0
5082,0.0
5083,32.0
5084,0.0
5085,0.0
5086,7.0
5087,0.0
5088,1.0
5089,1.0
5090,0.0
5091,144.0
5092,0.0
5093,0.0
5094,24.0
5095,1.0
5096,22.0
5097,0.0
5098,11.0
5099,5.0
5100,50.0
5101,287.0
5102,11.0
5103,394.0
5104,0.0
5105,2.0
5106,84.0
5107,46.0
5108,4.0
5109,8.0
5110,2.0
5111,0.0
5112,6.0
5113,9.0
5114,14.0
5115,0.0
5116,245.0
5117,0.0
5118,0.0
5119,3.0
5120,7.0
5121,20.0
5122,9.0
5123,0.0
5124,3.0
5125,0.0
5126,0.0
5127,0.0
5128,2.0
5129,1.0
5130,0.0
5131,0.0
5132,6.0
5133,0.0
5134,47.0
5135,60.0
5136,2.0
5137,0.0
5138,0.0
5139,11.0
5140,3.0
5141,11.0
5142,2.0
5143,0.0
5144,103.0
5145,1.0
5146,36.0
5147,0.0
5148,0.0
5149,10.0
5150,7.0
5151,0.0
5152,0.0
5153,0.0
5154,0.0
5155,35.0
5156,2.0
5157,3.0
5158,3.0
5159,4.0
5160,99.0
5161,2.0
5162,14.0
5163,0.0
5164,13.0
5165,2.0
5166,496.0
5167,73.0
5168,3.0
5169,0.0
5170,20.0
5171,3.0
5172,90.0
5173,1.0
5174,0.0
5175,0.0
5176,70.0
5177,4.0
5178,327.0
5179,58.0
5180,9.0
5181,48.0
5182,14.0
5183,0.0
5184,1.0
5185,20.0
5186,0.0
5187,1.0
5188,0.0
5189,3.0
5190,2.0
5191,0.0
5192,0.0
5193,0.0
5194,6.0
5195,0.0
5196,9.0
5197,21.0
5198,12.0
5199,205.0
5200,2.0
5201,0.0
5202,0.0
5203,0.0
5204,30.0
5205,9.0
5206,41.0
5207,0.0
5208,50.0
5209,35.0
5210,13.0
5211,3.0
5212,11.0
5213,0.0
5214,0.0
5215,4.0
5216,2.0
5217,0.0
5218,8.0
5219,33.0
5220,27.0
5221,342.0
5222,0.0
5223,168.0
5224,27.0
5225,55.0
5226,262.0
5227,0.0
5228,30.0
5229,50.0
5230,12.0
5231,0.0
5232,0.0
5233,0.0
5234,94.0
5235,5.0
5236,0.0
5237,0.0
5238,5.0
5239,0.0
5240,6.0
5241,3.0
5242,921.0
5243,11.0
5244,47.0
5245,0.0
5246,10.0
5247,0.0
5248,5.0
5249,1.0
5250,0.0
5251,0.0
5252,3.0
5253,14.0
5254,0.0
5255,0.0
5256,0.0
5257,12.0
5258,9.0
5259,1.0
5260,0.0
5261,11.0
5262,0.0
5263,41.0
5264,6.0
5265,0.0
5266,8.0
5267,0.0
5268,21.0
5269,0.0
5270,26.0
5271,0.0
5272,81.0
5273,0.0
5274,0.0
5275,0.0
5276,130.0
5277,272.0
5278,185.0
5279,20005.0
5280,173.0
5281,342.0
5282,48.0
5283,191.0
5284,98.0
5285,21.0
5286,78.0
5287,0.0
5288,444.0
5289,32.0
5290,2.0
5291,0.0
5292,0.0
5293,0.0
5294,1.0
5295,2.0
5296,1.0
5297,6.0
5298,16.0
5299,3.0
5300,0.0
5301,4.0
5302,0.0
5303,56.0
5304,0.0
5305,70.0
5306,11.0
5307,0.0
5308,0.0
5309,0.0
5310,1.0
5311,20.0
5312,21.0
5313,15.0
5314,21.0
5315,5.0
5316,15.0
5317,0.0
5318,2.0
5319,51.0
5320,16.0
5321,9.0
5322,0.0
5323,79.0
5324,0.0
5325,0.0
5326,0.0
5327,59.0
5328,0.0
5329,0.0
5330,11.0
5331,0.0
5332,0.0
5333,4.0
5334,0.0
5335,200.0
5336,0.0
5337,0.0
5338,16.0
5339,0.0
5340,144.0
5341,0.0
5342,12.0
5343,0.0
5344,210.0
5345,15.0
5346,16.0
5347,4.0
5348,0.0
5349,6.0
5350,145.0
5351,9.0
5352,6.0
5353,20.0
5354,41.0
5355,2.0
5356,4.0
5357,583.0
5358,0.0
5359,0.0
5360,270.0
5361,27.0
5362,2.0
5363,114.0
5364,10.0
5365,6.0
5366,0.0
5367,10.0
5368,7.0
5369,477.0
5370,276.0
5371,11.0
5372,26.0
5373,0.0
5374,8.0
5375,0.0
5376,10.0
5377,2.0
5378,3.0
5379,0.0
5380,0.0
5381,1159.0
5382,0.0
5383,0.0
5384,7.0
5385,1.0
5386,0.0
5387,27.0
5388,0.0
5389,100.0
5390,2.0
5391,187.0
5392,0.0
5393,0.0
5394,1.0
5395,0.0
5396,1.0
5397,0.0
5398,0.0
5399,29.0
5400,12.0
5401,9.0
5402,195.0
5403,0.0
5404,5.0
5405,13.0
5406,1.0
5407,11.0
5408,9.0
5409,0.0
5410,1.0
5411,56.0
5412,0.0
5413,12.0
5414,13.0
5415,28.0
5416,41.0
5417,2.0
5418,9.0
5419,0.0
5420,20.0
5421,310.0
5422,53.0
5423,2.0
5424,0.0
5425,0.0
5426,33.0
5427,30.0
5428,0.0
5429,5.0
5430,14.0
5431,0.0
5432,31.0
5433,5.0
5434,0.0
5435,13.0
5436,1200.0
5437,35.0
5438,46.0
5439,5.0
5440,8.0
5441,1.0
5442,6.0
5443,0.0
5444,0.0
5445,4.0
5446,3.0
5447,0.0
5448,0.0
5449,0.0
5450,2.0
5451,9.0
5452,1.0
5453,2.0
5454,0.0
5455,0.0
5456,0.0
5457,2.0
5458,5.0
5459,700.0
5460,10.0
5461,42.0
5462,80.0
5463,1.0
5464,76.0
5465,20.0
5466,0.0
5467,0.0
5468,17.0
5469,87.0
5470,0.0
5471,1.0
5472,0.0
5473,0.0
5474,3.0
5475,1.0
5476,1.0
5477,0.0
5478,19.0
5479,0.0
5480,0.0
5481,2.0
5482,7.0
5483,187.0
5484,61.0
5485,793.0
5486,205.0
5487,63.0
5488,31.0
5489,52.0
5490,25.0
5491,40.0
5492,200.0
5493,0.0
5494,0.0
5495,65.0
5496,70.0
5497,0.0
5498,10.0
5499,0.0
5500,3.0
5501,0.0
5502,18.0
5503,0.0
5504,2.0
5505,27.0
5506,11.0
5507,11.0
5508,1.0
5509,3.0
5510,6.0
5511,42.0
5512,0.0
5513,31.0
5514,60.0
5515,0.0
5516,0.0
5517,14.0
5518,4.0
5519,6.0
5520,22.0
5521,0.0
5522,0.0
5523,23.0
5524,1.0
5525,4.0
5526,47.0
5527,1.0
5528,0.0
5529,7.0
5530,7.0
5531,6.0
5532,4.0
5533,0.0
5534,0.0
5535,0.0
5536,0.0
5537,0.0
5538,2.0
5539,0.0
5540,0.0
5541,68.0
5542,2.0
5543,0.0
5544,1.0
5545,0.0
5546,1.0
5547,0.0
5548,10.0
5549,31.0
5550,4.0
5551,0.0
5552,3.0
5553,8.0
5554,230.0
5555,32.0
5556,0.0
5557,0.0
5558,0.0
5559,2.0
5560,900.0
5561,1030.0
5562,20.0
5563,715.0
5564,11.0
5565,133.0
5566,0.0
5567,230.0
5568,61.0
5569,0.0
5570,0.0
5571,32.0
5572,0.0
5573,0.0
5574,2.0
5575,9.0
5576,4.0
5577,5.0
5578,2.0
5579,5.0
5580,0.0
5581,12.0
5582,73.0
5583,16.0
5584,0.0
5585,0.0
5586,29.0
5587,21.0
5588,20.0
5589,184.0
5590,2.0
5591,0.0
5592,2.0
5593,0.0
5594,80.0
5595,1.0
5596,0.0
5597,23.0
5598,0.0
5599,50.0
5600,27.0
5601,10.0
5602,16.0
5603,0.0
5604,0.0
5605,2.0
5606,21.0
5607,3.0
5608,0.0
5609,0.0
5610,3.0
5611,25.0
5612,3.0
5613,500.0
5614,8.0
5615,1.0
5616,10.0
5617,2.0
5618,0.0
5619,4.0
5620,60.0
5621,0.0
5622,0.0
5623,2.0
5624,0.0
5625,4.0
5626,60.0
5627,472.0
5628,0.0
5629,7.0
5630,39.0
5631,0.0
5632,113.0
5633,1.0
5634,14.0
5635,22.0
5636,14.0
5637,5.0
5638,0.0
5639,23.0
5640,59.0
5641,0.0
5642,15.0
5643,44.0
5644,46.0
5645,113.0
5646,102.0
5647,5.0
5648,36.0
5649,0.0
5650,183.0
5651,6.0
5652,3.0
5653,0.0
5654,3.0
5655,1.0
5656,0.0
5657,0.0
5658,0.0
5659,10.0
5660,4.0
5661,5.0
5662,242.0
5663,117.0
5664,83.0
5665,122.0
5666,2.0
5667,6.0
5668,0.0
5669,45.0
5670,69.0
5671,19.0
5672,1.0
5673,0.0
5674,0.0
5675,33.0
5676,0.0
5677,28.0
5678,0.0
5679,1.0
5680,0.0
5681,0.0
5682,16.0
5683,0.0
5684,1.0
5685,0.0
5686,80.0
5687,0.0
5688,154.0
5689,35.0
5690,1.0
5691,3.0
5692,0.0
5693,24.0
5694,8.0
5695,42.0
5696,34.0
5697,10.0
5698,4.0
5699,1.0
5700,7.0
5701,2.0
5702,9.0
5703,79.0
5704,0.0
5705,17.0
5706,0.0
5707,0.0
5708,2.0
5709,0.0
5710,14.0
5711,26.0
5712,48.0
5713,141.0
5714,1.0
5715,0.0
5716,0.0
5717,4.0
5718,4.0
5719,0.0
5720,147.0
5721,0.0
5722,0.0
5723,0.0
5724,0.0
5725,2.0
5726,51.0
5727,16.0
5728,0.0
5729,23.0
5730,3.0
5731,1.0
5732,73.0
5733,63.0
5734,15.0
5735,0.0
5736,27.0
5737,12.0
5738,6.0
5739,0.0
5740,1.0
5741,1.0
5742,0.0
5743,4.0
5744,345.0
5745,0.0
5746,0.0
5747,1175.0
5748,0.0
5749,0.0
5750,2.0
5751,153.0
5752,62.0
5753,65.0
5754,187.0
5755,9.0
5756,51.0
5757,0.0
5758,4.0
5759,4.0
5760,70.0
5761,69.0
5762,255.0
5763,0.0
5764,0.0
5765,4.0
5766,2.0
5767,1.0
5768,1039.0
5769,0.0
5770,0.0
5771,0.0
5772,317.0
5773,662.0
5774,52.0
5775,3.0
5776,58.0
5777,0.0
5778,20.0
5779,1.0
5780,11.0
5781,17.0
5782,80.0
5783,35.0
5784,0.0
5785,2.0
5786,1.0
5787,0.0
5788,0.0
5789,418.0
5790,9355.0
5791,10.0
5792,5.0
5793,3.0
5794,9.0
5795,1.0
5796,8.0
5797,2275.0
5798,40.0
5799,41.0
5800,13.0
5801,0.0
5802,0.0
5803,0.0
5804,15090.0
5805,5.0
5806,0.0
5807,119.0
5808,17.0
5809,19490.0
5810,9.0
5811,1.0
5812,5.0
5813,1.0
5814,5.0
5815,0.0
5816,301.0
5817,3.0
5818,0.0
5819,0.0
5820,0.0
5821,22.0
5822,0.0
5823,4.0
5824,3.0
5825,7.0
5826,0.0
5827,788.0
5828,0.0
5829,0.0
5830,24.0
5831,38.0
5832,26.0
5833,0.0
5834,7.0
5835,0.0
5836,1.0
5837,10.0
5838,242.0
5839,162.0
5840,119.0
5841,400.0
5842,1210.0
5843,193.0
5844,259.0
5845,25.0
5846,34.0
5847,30.0
5848,100.0
5849,26797.0
5850,0.0
5851,20.0
5852,0.0
5853,20089.0
5854,3.0
5855,2.0
5856,23.0
5857,21.0
5858,3.0
5859,40.0
5860,38.0
5861,130.0
5862,0.0
5863,235.0
5864,170.0
5865,15.0
5866,35.0
5867,16.0
5868,89.0
5869,29.0
5870,21.0
5871,2.0
5872,0.0
5873,4.0
5874,10.0
5875,4.0
5876,0.0
5877,2.0
5878,0.0
5879,15.0
5880,0.0
5881,9.0
5882,4.0
5883,34.0
5884,11.0
5885,9.0
5886,8.0
5887,4.0
5888,5.0
5889,3.0
5890,2.0
5891,2.0
5892,7.0
5893,16.0
5894,965.0
5895,48.0
5896,239.0
5897,2.0
5898,30.0
5899,200.0
5900,36.0
5901,230.0
5902,12.0
5903,51.0
5904,2.0
5905,0.0
5906,339.0
5907,22.0
5908,0.0
5909,255.0
5910,2.0
5911,93.0
5912,13.0
5913,2.0
5914,0.0
5915,2696.0
5916,0.0
5917,14.0
5918,3.0
5919,0.0
5920,0.0
5921,3.0
5922,0.0
5923,0.0
5924,0.0
5925,0.0
5926,0.0
5927,12.0
5928,20.0
5929,8.0
5930,0.0
5931,1.0
5932,0.0
5933,289.0
5934,6.0
5935,3.0
5936,0.0
5937,6.0
5938,0.0
5939,1.0
5940,0.0
5941,3.0
5942,12.0
5943,178.0
5944,8.0
5945,3.0
5946,0.0
5947,0.0
5948,25.0
5949,0.0
5950,0.0
5951,2.0
5952,18.0
5953,6.0
5954,15.0
5955,25.0
5956,127.0
5957,20.0
5958,18.0
5959,1.0
5960,52.0
5961,76.0
5962,0.0
5963,15.0
5964,1.0
5965,0.0
5966,4.0
5967,2.0
5968,8.0
5969,2.0
5970,16.0
5971,0.0
5972,28.0
5973,3.0
5974,0.0
5975,5.0
5976,5.0
5977,1.0
5978,0.0
5979,3.0
5980,0.0
5981,3.0
5982,3.0
5983,0.0
5984,0.0
5985,0.0
5986,2.0
5987,11.0
5988,750.0
5989,153.0
5990,86.0
5991,12.0
5992,0.0
5993,0.0
5994,0.0
5995,0.0
5996,7.0
5997,28.0
5998,4.0
5999,1.0
6000,0.0
6001,0.0
6002,3.0
6003,0.0
6004,0.0
6005,0.0
6006,0.0
6007,3.0
6008,4.0
6009,39.0
6010,21.0
6011,429.0
6012,21.0
6013,44.0
6014,46.0
6015,13.0
6016,190.0
6017,1.0
6018,115.0
6019,0.0
6020,8.0
6021,2.0
6022,0.0
6023,4.0
6024,2.0
6025,0.0
6026,0.0
6027,2.0
6028,51.0
6029,0.0
6030,688.0
6031,15.0
6032,0.0
6033,19.0
6034,3.0
6035,13.0
6036,0.0
6037,26.0
6038,0.0
6039,3.0
6040,0.0
6041,16.0
6042,11.0
6043,1.0
6044,0.0
6045,1.0
6046,0.0
6047,1.0
6048,0.0
6049,2.0
6050,3.0
6051,0.0
6052,39.0
6053,1.0
6054,0.0
6055,2665.0
6056,2757.0
6057,0.0
6058,108.0
6059,165708.0
6060,5.0
6061,119.0
6062,4.0
6063,0.0
6064,2.0
6065,16389.0
6066,193.0
6067,1155.0
6068,0.0
6069,35.0
6070,40.0
6071,0.0
6072,0.0
6073,2.0
6074,16.0
6075,40.0
6076,10.0
6077,21.0
6078,1.0
6079,199.0
6080,48.0
6081,80.0
6082,1.0
6083,4.0
6084,50.0
6085,11.0
6086,38.0
6087,0.0
6088,10.0
6089,0.0
6090,14.0
