,population
8085,0.0
8086,0.0
8087,2.0
8088,1.0
8089,0.0
8090,13.0
8091,6.0
8092,14.0
8093,10.0
8094,0.0
8095,18.0
8096,0.0
8097,195.0
8098,0.0
8099,123.0
8100,2.0
8101,126.0
8102,64.0
8103,3.0
8104,0.0
8105,34.0
8106,38.0
8107,0.0
8108,12.0
8109,13.0
8110,0.0
8111,18.0
8112,113.0
8113,24.0
8114,9.0
8115,52.0
8116,4.0
8117,0.0
8118,0.0
8119,6.0
8120,3.0
8121,4.0
8122,0.0
8123,0.0
8124,1.0
8125,2.0
8126,33.0
8127,17.0
8128,0.0
8129,4.0
8130,0.0
8131,18.0
8132,99.0
8133,19.0
8134,119.0
8135,2.0
8136,12.0
8137,0.0
8138,0.0
8139,10.0
8140,4.0
8141,0.0
8142,0.0
8143,0.0
8144,0.0
8145,0.0
8146,296.0
8147,40.0
8148,637.0
8149,111.0
8150,46.0
8151,53.0
8152,212.0
8153,0.0
8154,0.0
8155,7.0
8156,2.0
8157,15.0
8158,4.0
8159,0.0
8160,7.0
8161,2.0
8162,0.0
8163,0.0
8164,0.0
8165,24.0
8166,0.0
8167,0.0
8168,0.0
8169,2.0
8170,2.0
8171,760.0
8172,2.0
8173,11.0
8174,0.0
8175,0.0
8176,0.0
8177,5.0
8178,0.0
8179,2.0
8180,1.0
8181,6.0
8182,0.0
8183,0.0
8184,0.0
8185,50.0
8186,89.0
8187,34.0
8188,0.0
8189,3.0
8190,557.0
8191,80.0
8192,6373.0
8193,41.0
8194,65.0
8195,45.0
8196,11.0
8197,4.0
8198,18.0
8199,0.0
8200,338.0
8201,5.0
8202,11.0
8203,46.0
8204,128.0
8205,200.0
8206,23.0
8207,16.0
8208,6.0
8209,110.0
8210,7.0
8211,51.0
8212,13.0
8213,210.0
8214,0.0
8215,1.0
8216,37.0
8217,7.0
8218,16.0
8219,119.0
8220,8.0
8221,11.0
8222,3.0
8223,4.0
8224,0.0
8225,0.0
8226,32.0
8227,19.0
8228,27.0
8229,2.0
8230,119.0
8231,76.0
8232,0.0
8233,0.0
8234,0.0
8235,462.0
8236,268.0
8237,0.0
8238,0.0
8239,1.0
8240,68.0
8241,0.0
8242,230.0
8243,10.0
8244,95.0
8245,7415.0
8246,0.0
8247,0.0
8248,25.0
8249,4.0
8250,51.0
8251,1.0
8252,0.0
8253,9.0
8254,0.0
8255,0.0
8256,0.0
8257,5.0
8258,1.0
8259,9.0
8260,4.0
8261,39.0
8262,76.0
8263,8.0
8264,10.0
8265,0.0
8266,0.0
8267,0.0
8268,7.0
8269,162.0
8270,0.0
8271,0.0
8272,99.0
8273,1.0
8274,7.0
8275,0.0
8276,84.0
8277,0.0
8278,7.0
8279,5.0
8280,5.0
8281,13.0
8282,2.0
8283,19.0
8284,31.0
8285,140.0
8286,1.0
8287,21.0
8288,12.0
8289,141.0
8290,74.0
8291,40.0
8292,3.0
8293,0.0
8294,0.0
8295,125.0
8296,512.0
8297,63.0
8298,3.0
8299,0.0
8300,24.0
8301,139.0
8302,0.0
8303,2.0
8304,96.0
8305,0.0
8306,0.0
8307,0.0
8308,59.0
8309,20.0
8310,20.0
8311,1.0
8312,0.0
8313,26.0
8314,2.0
8315,0.0
8316,63.0
8317,74.0
8318,0.0
8319,30.0
8320,11.0
8321,0.0
8322,0.0
8323,2.0
8324,6.0
8325,0.0
8326,12.0
8327,0.0
8328,738.0
8329,24.0
8330,27.0
8331,422.0
8332,10.0
8333,25.0
8334,235.0
8335,94.0
8336,46.0
8337,0.0
8338,154.0
8339,11.0
8340,77.0
8341,11.0
8342,0.0
8343,0.0
8344,0.0
8345,0.0
8346,8.0
8347,1.0
8348,6.0
8349,3.0
8350,3.0
8351,5.0
8352,9.0
8353,8.0
8354,0.0
8355,0.0
8356,5.0
8357,0.0
8358,3.0
8359,0.0
8360,0.0
8361,1.0
8362,0.0
8363,0.0
8364,5.0
8365,0.0
8366,4.0
8367,0.0
8368,3.0
8369,0.0
8370,12.0
8371,0.0
8372,77.0
8373,127.0
8374,39.0
8375,40.0
8376,140.0
8377,622.0
8378,151.0
8379,66.0
8380,53.0
8381,1.0
8382,1.0
8383,37.0
8384,6.0
8385,4.0
8386,5.0
8387,0.0
8388,0.0
8389,27.0
8390,82.0
8391,96.0
8392,33.0
8393,63.0
8394,5.0
8395,0.0
8396,0.0
8397,45.0
8398,0.0
8399,17.0
8400,10.0
8401,14.0
8402,0.0
8403,0.0
8404,95.0
8405,38.0
8406,203.0
8407,0.0
8408,11.0
8409,49.0
8410,0.0
8411,17.0
8412,3.0
8413,19.0
8414,0.0
8415,0.0
8416,0.0
8417,5.0
8418,17.0
8419,0.0
8420,17.0
8421,12.0
8422,36.0
8423,15.0
8424,0.0
8425,2.0
8426,0.0
8427,294.0
8428,24.0
8429,16.0
8430,156.0
8431,83.0
8432,139.0
8433,255.0
8434,16.0
8435,9.0
8436,8.0
8437,505.0
8438,41.0
8439,1.0
8440,4.0
8441,0.0
8442,326.0
8443,0.0
8444,0.0
8445,0.0
8446,0.0
8447,78.0
8448,1.0
8449,0.0
8450,1.0
8451,0.0
8452,1.0
8453,13.0
8454,4.0
8455,6.0
8456,39.0
8457,0.0
8458,47.0
8459,0.0
8460,0.0
8461,0.0
8462,0.0
8463,4.0
8464,52.0
8465,1.0
8466,3.0
8467,11.0
8468,0.0
8469,0.0
8470,1.0
8471,63.0
8472,0.0
8473,29.0
8474,0.0
8475,20.0
8476,1.0
8477,0.0
8478,0.0
8479,3.0
8480,28.0
8481,0.0
8482,1.0
8483,21.0
8484,0.0
8485,2.0
8486,43.0
8487,135.0
8488,1.0
8489,2.0
8490,38.0
8491,12.0
8492,1.0
8493,32.0
8494,0.0
8495,3.0
8496,11.0
8497,115.0
8498,7.0
8499,272.0
8500,52.0
8501,1.0
8502,74.0
8503,1.0
8504,0.0
8505,11.0
8506,8.0
8507,0.0
8508,6.0
8509,7.0
8510,1.0
8511,0.0
8512,2.0
8513,52.0
8514,11.0
8515,410.0
8516,8.0
8517,4.0
8518,31.0
8519,7.0
8520,72.0
8521,45.0
8522,5.0
8523,33.0
8524,0.0
8525,0.0
8526,0.0
8527,8.0
8528,3.0
8529,15.0
8530,2.0
8531,0.0
8532,1.0
8533,0.0
8534,19.0
8535,0.0
8536,178.0
8537,6.0
8538,0.0
8539,1.0
8540,0.0
8541,33.0
8542,154.0
8543,156.0
8544,38.0
8545,75.0
8546,44.0
8547,16.0
8548,4.0
8549,3.0
8550,49.0
8551,3.0
8552,0.0
8553,0.0
8554,0.0
8555,93.0
8556,11.0
8557,9.0
8558,0.0
8559,0.0
8560,0.0
8561,3.0
8562,30.0
8563,2.0
8564,0.0
8565,0.0
8566,0.0
8567,12.0
8568,12.0
8569,0.0
8570,0.0
8571,110.0
8572,31.0
8573,8.0
8574,0.0
8575,0.0
8576,0.0
8577,3275.0
8578,20.0
8579,3.0
8580,5.0
8581,0.0
8582,3.0
8583,40.0
8584,25.0
8585,9.0
8586,7.0
8587,0.0
8588,3.0
8589,0.0
8590,6.0
8591,2.0
8592,350.0
8593,0.0
8594,0.0
8595,6.0
8596,5.0
8597,11.0
8598,0.0
8599,0.0
8600,1.0
8601,8.0
8602,33.0
8603,12.0
8604,19.0
8605,0.0
8606,98.0
8607,2248.0
8608,348.0
8609,52.0
8610,439.0
8611,3.0
8612,212.0
8613,1.0
8614,14.0
8615,38.0
8616,58.0
8617,0.0
8618,6.0
8619,3.0
8620,39.0
8621,21.0
8622,11.0
8623,2.0
8624,13.0
8625,125.0
8626,0.0
8627,0.0
8628,0.0
8629,0.0
8630,4.0
8631,5.0
8632,8.0
8633,2.0
8634,26.0
8635,95.0
8636,0.0
8637,28.0
8638,14.0
8639,0.0
8640,7.0
8641,0.0
8642,5.0
8643,16.0
8644,156.0
8645,38.0
8646,3.0
8647,0.0
8648,0.0
8649,160.0
8650,0.0
8651,278.0
8652,5.0
8653,24.0
8654,1.0
8655,0.0
8656,0.0
8657,27.0
8658,53.0
8659,2.0
8660,8969.0
8661,65.0
8662,1.0
8663,0.0
8664,0.0
8665,283.0
8666,1229.0
8667,248.0
8668,69.0
8669,50.0
8670,13.0
8671,0.0
8672,0.0
8673,21.0
8674,9.0
8675,0.0
8676,44.0
8677,9.0
8678,148.0
8679,0.0
8680,24.0
8681,0.0
8682,0.0
8683,77.0
8684,1.0
8685,0.0
8686,33.0
8687,1.0
8688,12.0
8689,2.0
8690,4.0
8691,1.0
8692,1.0
8693,30.0
8694,2.0
8695,12.0
8696,11.0
8697,0.0
8698,16.0
8699,20.0
8700,0.0
8701,9.0
8702,10.0
8703,1.0
8704,12.0
8705,0.0
8706,0.0
8707,0.0
8708,13.0
8709,0.0
8710,3.0
8711,2.0
8712,0.0
8713,10.0
8714,0.0
8715,0.0
8716,9.0
8717,8.0
8718,0.0
8719,9.0
8720,12.0
8721,47.0
8722,0.0
8723,2.0
8724,0.0
8725,31.0
8726,67.0
8727,193.0
8728,25.0
8729,5.0
8730,7.0
8731,0.0
8732,0.0
8733,2.0
8734,32.0
8735,18.0
8736,11.0
8737,0.0
8738,26.0
8739,0.0
8740,10.0
8741,23.0
8742,61.0
8743,30.0
8744,83.0
8745,2.0
8746,0.0
8747,0.0
8748,1.0
8749,5.0
8750,2.0
8751,0.0
8752,1.0
8753,1.0
8754,15.0
8755,5.0
8756,106.0
8757,59.0
8758,28.0
8759,0.0
8760,0.0
8761,0.0
8762,4.0
8763,3.0
8764,30.0
8765,0.0
8766,0.0
8767,12.0
8768,0.0
8769,3.0
8770,5.0
8771,768.0
8772,5.0
8773,43.0
8774,57.0
8775,66.0
8776,0.0
8777,236.0
8778,104.0
8779,20.0
8780,50.0
8781,6.0
8782,4.0
8783,9.0
8784,0.0
8785,7.0
8786,0.0
8787,15.0
8788,6.0
8789,673.0
8790,9.0
8791,0.0
8792,26.0
8793,5.0
8794,128.0
8795,47.0
8796,5.0
8797,0.0
8798,10.0
8799,4.0
8800,10.0
8801,0.0
8802,6.0
8803,1.0
8804,0.0
8805,12.0
8806,41.0
8807,546.0
8808,0.0
8809,104.0
8810,79.0
8811,10.0
8812,77.0
8813,8.0
8814,300.0
8815,555.0
8816,111.0
8817,10.0
8818,10.0
8819,104.0
8820,24.0
8821,7.0
8822,4.0
8823,0.0
8824,297.0
8825,2.0
8826,0.0
8827,58.0
8828,8.0
8829,3.0
8830,7.0
8831,25.0
8832,0.0
8833,39.0
8834,3.0
8835,0.0
8836,0.0
8837,6.0
8838,9.0
8839,5.0
8840,0.0
8841,0.0
8842,0.0
8843,203.0
8844,0.0
8845,0.0
8846,0.0
8847,16.0
8848,9.0
8849,65.0
8850,0.0
8851,22.0
8852,13.0
8853,4.0
8854,19.0
8855,42.0
8856,32.0
8857,0.0
8858,0.0
8859,63.0
8860,12.0
8861,12.0
8862,0.0
8863,50.0
8864,11.0
8865,18.0
8866,28.0
8867,0.0
8868,0.0
8869,25.0
8870,138.0
8871,11.0
8872,2.0
8873,0.0
8874,2.0
8875,6.0
8876,58.0
8877,170.0
8878,141.0
8879,34.0
8880,7.0
8881,5.0
8882,2.0
8883,8.0
8884,45.0
8885,0.0
8886,34.0
8887,0.0
8888,21.0
8889,2.0
8890,14.0
8891,538.0
8892,4.0
8893,0.0
8894,2.0
8895,1.0
8896,0.0
8897,67.0
8898,50.0
8899,18.0
8900,3.0
8901,3.0
8902,171.0
8903,5.0
8904,0.0
8905,9.0
8906,0.0
8907,0.0
8908,0.0
8909,0.0
8910,14.0
8911,18.0
8912,3.0
8913,0.0
8914,4.0
8915,0.0
8916,0.0
8917,117.0
8918,85.0
8919,10.0
8920,17.0
8921,16.0
8922,0.0
8923,4.0
8924,0.0
8925,15.0
8926,37.0
8927,3.0
8928,8.0
8929,0.0
8930,44.0
8931,9.0
8932,1.0
8933,147.0
8934,52.0
8935,16.0
8936,0.0
8937,1.0
8938,0.0
8939,56.0
8940,35.0
8941,25.0
8942,46.0
8943,20.0
8944,20.0
8945,11.0
8946,7.0
8947,6.0
8948,31.0
8949,36.0
8950,123.0
8951,67.0
8952,0.0
8953,11.0
8954,4.0
8955,6.0
8956,1.0
8957,0.0
8958,1.0
8959,0.0
8960,0.0
8961,1.0
8962,0.0
8963,12.0
8964,0.0
8965,5.0
8966,6.0
8967,2.0
8968,144.0
8969,0.0
8970,160.0
8971,12.0
8972,7.0
8973,0.0
8974,4.0
8975,43.0
8976,14.0
8977,1.0
8978,0.0
8979,0.0
8980,0.0
8981,2.0
8982,0.0
8983,8.0
8984,3.0
8985,2.0
8986,4.0
8987,22.0
8988,11.0
8989,0.0
8990,37.0
8991,219.0
8992,1.0
8993,11.0
8994,72.0
8995,83.0
8996,71.0
8997,20.0
8998,15.0
8999,3.0
9000,105.0
9001,174.0
9002,23.0
9003,12.0
9004,20.0
9005,329.0
9006,0.0
9007,0.0
9008,13.0
9009,10.0
9010,0.0
9011,0.0
9012,5.0
9013,64.0
9014,0.0
9015,5.0
9016,0.0
9017,4.0
9018,1.0
9019,2.0
9020,0.0
9021,0.0
9022,0.0
9023,20.0
9024,0.0
9025,4.0
9026,6.0
9027,3.0
9028,0.0
9029,23.0
9030,0.0
9031,0.0
9032,1.0
9033,11.0
9034,8.0
9035,0.0
9036,0.0
9037,15.0
9038,3.0
9039,3.0
9040,0.0
9041,0.0
9042,31.0
9043,0.0
9044,4.0
9045,0.0
9046,4.0
9047,11.0
9048,21.0
9049,12.0
9050,40.0
9051,11.0
9052,0.0
9053,264.0
9054,936.0
9055,35.0
9056,75.0
9057,28.0
9058,68.0
9059,56.0
9060,884.0
9061,0.0
9062,449.0
9063,60.0
9064,10.0
9065,0.0
9066,31.0
9067,0.0
9068,13.0
9069,0.0
9070,37.0
9071,12.0
9072,0.0
9073,26.0
9074,0.0
9075,24.0
9076,0.0
9077,0.0
9078,0.0
9079,302.0
9080,27.0
9081,10.0
9082,12.0
9083,0.0
9084,0.0
9085,81.0
9086,467.0
9087,2.0
9088,29.0
9089,3.0
9090,3.0
9091,0.0
9092,0.0
9093,17.0
9094,7.0
9095,0.0
9096,18.0
9097,0.0
9098,0.0
9099,7.0
9100,2.0
9101,0.0
9102,0.0
9103,0.0
9104,56.0
9105,16.0
9106,20.0
9107,7.0
9108,15.0
9109,187.0
9110,11.0
9111,0.0
9112,0.0
9113,3.0
9114,13.0
9115,167.0
9116,9.0
9117,26.0
9118,7.0
9119,200.0
9120,11.0
9121,22.0
9122,0.0
9123,149.0
9124,51.0
9125,6.0
9126,66.0
9127,0.0
9128,109.0
9129,0.0
9130,9.0
9131,0.0
9132,16.0
9133,3.0
9134,4.0
9135,25.0
9136,1102.0
9137,10.0
9138,6.0
9139,0.0
9140,4.0
9141,0.0
9142,0.0
9143,0.0
9144,32.0
9145,118.0
9146,0.0
9147,0.0
9148,13.0
9149,0.0
9150,0.0
9151,0.0
9152,5.0
9153,1.0
9154,7.0
9155,17.0
9156,37.0
9157,0.0
9158,0.0
9159,20.0
9160,10.0
9161,0.0
9162,72.0
9163,189.0
9164,2.0
9165,0.0
9166,43.0
9167,9.0
9168,7.0
9169,98.0
9170,39.0
9171,147.0
9172,0.0
9173,0.0
9174,50.0
9175,0.0
9176,3.0
9177,20.0
9178,9.0
9179,0.0
9180,251.0
9181,0.0
9182,90.0
9183,11.0
9184,12.0
9185,8.0
9186,0.0
9187,0.0
9188,0.0
9189,0.0
9190,2.0
9191,0.0
9192,0.0
9193,0.0
9194,0.0
9195,0.0
9196,0.0
9197,0.0
9198,1.0
9199,34.0
9200,35.0
9201,33.0
9202,0.0
9203,0.0
9204,6.0
9205,7.0
9206,15.0
9207,0.0
9208,70.0
9209,0.0
9210,0.0
9211,0.0
9212,0.0
9213,0.0
9214,233.0
9215,11.0
9216,37.0
9217,73.0
9218,20.0
9219,51.0
9220,26.0
9221,0.0
9222,1.0
9223,9.0
9224,3.0
9225,0.0
9226,5.0
9227,2.0
9228,0.0
9229,0.0
9230,6.0
9231,9.0
9232,13.0
9233,2.0
9234,0.0
9235,7.0
9236,44.0
9237,7.0
9238,3.0
9239,0.0
9240,14.0
9241,6.0
9242,0.0
9243,0.0
9244,0.0
9245,0.0
9246,34.0
9247,3.0
9248,100.0
9249,0.0
9250,0.0
9251,2.0
9252,461.0
9253,0.0
9254,0.0
9255,6.0
9256,0.0
9257,17.0
9258,179.0
9259,589.0
9260,4140.0
9261,32.0
9262,48.0
9263,48.0
9264,453.0
9265,0.0
9266,0.0
9267,44.0
9268,191.0
9269,519.0
9270,487.0
9271,138.0
9272,17.0
9273,2.0
9274,2.0
9275,9.0
9276,21.0
9277,12.0
9278,1.0
9279,0.0
9280,10.0
9281,12.0
9282,0.0
9283,13.0
9284,21.0
9285,46.0
9286,119.0
9287,246.0
9288,24.0
9289,0.0
9290,134.0
9291,0.0
9292,0.0
9293,1.0
9294,136.0
9295,0.0
9296,15.0
9297,32.0
9298,2.0
9299,0.0
9300,5.0
9301,0.0
9302,0.0
9303,94.0
9304,0.0
9305,20.0
9306,20.0
9307,0.0
9308,0.0
9309,35.0
9310,15.0
9311,17.0
9312,0.0
9313,0.0
9314,0.0
9315,2.0
9316,11.0
9317,17.0
9318,0.0
9319,0.0
9320,5.0
9321,0.0
9322,2.0
9323,0.0
9324,0.0
9325,36.0
9326,300.0
9327,0.0
9328,4.0
9329,0.0
9330,3.0
9331,50.0
9332,15.0
9333,0.0
9334,6.0
9335,180.0
9336,60.0
9337,0.0
9338,2.0
9339,11.0
9340,302.0
9341,0.0
9342,181.0
9343,0.0
9344,0.0
9345,9.0
9346,0.0
9347,0.0
9348,0.0
9349,148.0
9350,86.0
9351,0.0
9352,2.0
9353,0.0
9354,0.0
9355,0.0
9356,0.0
9357,0.0
9358,2.0
9359,0.0
9360,0.0
9361,10.0
9362,34.0
9363,24.0
9364,18.0
9365,23.0
9366,23.0
9367,0.0
9368,0.0
9369,0.0
9370,0.0
9371,4.0
9372,5.0
9373,53.0
9374,0.0
9375,0.0
9376,6.0
9377,0.0
9378,0.0
9379,13.0
9380,24.0
9381,84.0
9382,7.0
9383,15.0
9384,51.0
9385,0.0
9386,0.0
9387,0.0
9388,0.0
9389,2.0
9390,5.0
9391,21.0
9392,3.0
9393,48.0
9394,107.0
9395,0.0
9396,2.0
9397,102.0
9398,0.0
9399,2.0
9400,20.0
9401,47.0
9402,67.0
9403,0.0
9404,0.0
9405,49.0
9406,114.0
9407,57.0
9408,40.0
9409,19.0
9410,52.0
9411,51.0
9412,8.0
9413,6.0
9414,0.0
9415,3.0
9416,32.0
9417,1.0
9418,11.0
9419,24.0
9420,37.0
9421,716.0
9422,50.0
9423,114.0
9424,2.0
9425,15.0
9426,79.0
9427,356.0
9428,1.0
9429,60.0
9430,23.0
9431,0.0
9432,0.0
9433,40.0
9434,7.0
9435,0.0
9436,0.0
9437,0.0
9438,1.0
9439,1.0
9440,4.0
9441,2.0
9442,6.0
9443,0.0
9444,16.0
9445,342.0
9446,13.0
9447,0.0
9448,51.0
9449,38.0
9450,6.0
9451,75.0
9452,30.0
9453,12.0
9454,54.0
9455,43.0
9456,37.0
9457,0.0
9458,0.0
9459,52.0
9460,32.0
9461,8.0
9462,6.0
9463,4.0
9464,1.0
9465,11.0
9466,0.0
9467,8.0
9468,0.0
9469,14.0
9470,2.0
9471,0.0
9472,2.0
9473,12.0
9474,1.0
9475,4.0
9476,0.0
9477,8.0
9478,0.0
9479,0.0
9480,23.0
9481,1.0
9482,0.0
9483,1435.0
9484,8.0
9485,2.0
9486,5.0
9487,1.0
9488,0.0
9489,166.0
9490,1.0
9491,0.0
9492,19.0
9493,13.0
9494,4.0
9495,7.0
9496,4.0
9497,1.0
9498,8.0
9499,6.0
9500,0.0
9501,54.0
9502,40.0
9503,286.0
9504,89.0
9505,0.0
9506,112.0
9507,2023.0
9508,110.0
9509,62.0
9510,7.0
9511,76.0
9512,10.0
9513,3.0
9514,0.0
9515,2.0
9516,0.0
9517,0.0
9518,173.0
9519,13.0
9520,102.0
9521,0.0
9522,90.0
9523,0.0
9524,97.0
9525,12.0
9526,20.0
9527,1.0
9528,0.0
9529,19.0
9530,3.0
9531,4.0
9532,0.0
9533,29.0
9534,1.0
9535,0.0
9536,0.0
9537,17.0
9538,7.0
9539,15.0
9540,0.0
9541,9.0
9542,8.0
9543,0.0
9544,12.0
9545,4.0
9546,15.0
9547,115.0
9548,13.0
9549,0.0
9550,12.0
9551,0.0
9552,56.0
9553,648.0
9554,3.0
9555,60.0
9556,8.0
9557,2.0
9558,52.0
9559,24.0
9560,400.0
9561,1.0
9562,119.0
9563,28.0
9564,21.0
9565,6.0
9566,77.0
9567,39.0
9568,94.0
9569,112.0
9570,39.0
9571,2.0
9572,61.0
9573,15.0
9574,0.0
9575,0.0
9576,0.0
9577,88.0
9578,0.0
9579,92.0
9580,0.0
9581,2.0
9582,10.0
9583,0.0
9584,4.0
9585,0.0
9586,5.0
9587,2.0
9588,16.0
9589,24.0
9590,0.0
9591,4.0
9592,59.0
9593,0.0
9594,28.0
9595,20.0
9596,0.0
9597,78.0
9598,0.0
9599,6.0
9600,0.0
9601,7.0
9602,1.0
9603,0.0
9604,17.0
9605,0.0
9606,6.0
9607,0.0
9608,0.0
9609,3.0
9610,50.0
9611,1.0
9612,0.0
9613,2.0
9614,0.0
9615,52.0
9616,0.0
9617,19.0
9618,7.0
9619,4.0
9620,1.0
9621,18.0
9622,2.0
9623,37.0
9624,10.0
9625,0.0
9626,0.0
9627,68.0
9628,59.0
9629,0.0
9630,88.0
9631,0.0
9632,0.0
9633,5.0
9634,5.0
9635,123.0
9636,16.0
9637,3.0
9638,6.0
9639,0.0
9640,28.0
9641,27.0
9642,4.0
9643,18.0
9644,8.0
9645,0.0
9646,98.0
9647,4.0
9648,0.0
9649,4.0
9650,26.0
9651,628.0
9652,5.0
9653,288.0
9654,22.0
9655,13.0
9656,0.0
9657,3.0
9658,30.0
9659,3.0
9660,0.0
9661,0.0
9662,1.0
9663,0.0
9664,3.0
9665,2.0
9666,1687.0
9667,0.0
9668,6.0
9669,0.0
9670,13.0
9671,257.0
9672,26.0
9673,0.0
9674,0.0
9675,26.0
9676,5.0
9677,0.0
9678,151.0
9679,12.0
9680,1.0
9681,0.0
9682,0.0
9683,4.0
9684,410.0
9685,4.0
9686,20.0
9687,6.0
9688,19.0
9689,24.0
9690,0.0
9691,70.0
9692,13.0
9693,20.0
9694,11.0
9695,14.0
9696,18.0
9697,23.0
9698,1.0
9699,0.0
9700,0.0
9701,0.0
9702,1.0
9703,0.0
9704,8.0
9705,6.0
9706,0.0
9707,0.0
9708,0.0
9709,40.0
9710,17.0
9711,12.0
9712,10.0
9713,12.0
9714,8.0
9715,1924.0
9716,0.0
9717,2.0
9718,18.0
9719,0.0
9720,2556.0
9721,0.0
9722,2.0
9723,0.0
9724,7.0
9725,0.0
9726,2.0
9727,8.0
9728,0.0
9729,3.0
9730,164.0
9731,0.0
9732,3.0
9733,129.0
9734,9.0
9735,39.0
9736,0.0
9737,170.0
9738,27.0
9739,2.0
9740,11.0
9741,0.0
9742,0.0
9743,0.0
9744,2104.0
9745,91.0
9746,11.0
9747,110.0
9748,0.0
9749,0.0
9750,40.0
9751,0.0
9752,12.0
9753,8.0
9754,7.0
9755,0.0
9756,2.0
9757,3.0
9758,3.0
9759,10.0
9760,1.0
9761,82.0
9762,0.0
9763,2.0
9764,0.0
9765,0.0
9766,285.0
9767,44.0
9768,52.0
9769,29.0
9770,2.0
9771,0.0
9772,6.0
9773,4.0
9774,0.0
9775,0.0
9776,40.0
9777,4.0
9778,10.0
9779,30.0
9780,42.0
9781,0.0
9782,0.0
9783,174.0
9784,2.0
9785,8.0
9786,0.0
9787,0.0
9788,24.0
9789,0.0
9790,9.0
9791,1.0
9792,0.0
9793,0.0
9794,0.0
9795,0.0
9796,83.0
9797,189.0
9798,20.0
9799,400.0
9800,10.0
9801,448.0
9802,0.0
9803,0.0
9804,3.0
9805,441.0
9806,66.0
9807,0.0
9808,16.0
9809,107.0
9810,11.0
9811,83.0
9812,15.0
9813,15.0
9814,1.0
9815,10.0
9816,190.0
9817,1.0
9818,12.0
9819,7.0
9820,0.0
9821,23.0
9822,0.0
9823,3.0
9824,4.0
9825,1.0
9826,22.0
9827,3.0
9828,3.0
9829,39.0
9830,72.0
9831,3.0
9832,155.0
9833,11.0
9834,48.0
9835,42.0
9836,33.0
9837,0.0
9838,26.0
9839,6.0
9840,9.0
9841,0.0
9842,0.0
9843,1.0
9844,1.0
9845,1.0
9846,3.0
9847,3.0
9848,11.0
9849,1.0
9850,30.0
9851,2.0
9852,11.0
9853,2.0
9854,3.0
9855,0.0
9856,6.0
9857,166.0
9858,16.0
9859,8.0
9860,41.0
9861,2.0
9862,0.0
9863,1.0
9864,2.0
9865,41.0
9866,13.0
9867,3.0
9868,11.0
9869,8.0
9870,3.0
9871,16.0
9872,0.0
9873,0.0
9874,45.0
9875,1.0
9876,0.0
9877,95.0
9878,80.0
9879,32.0
9880,4.0
9881,3.0
9882,5.0
9883,3.0
9884,5.0
9885,297.0
9886,3.0
9887,53.0
9888,12.0
9889,3.0
9890,10.0
9891,3.0
9892,0.0
9893,376.0
9894,20.0
9895,22.0
9896,0.0
9897,0.0
9898,0.0
9899,15.0
9900,4.0
9901,2.0
9902,1.0
9903,0.0
9904,1.0
9905,0.0
9906,39.0
9907,0.0
9908,13.0
9909,21.0
9910,3.0
9911,0.0
9912,0.0
9913,0.0
9914,40.0
9915,10.0
9916,0.0
9917,59.0
9918,3.0
9919,0.0
9920,0.0
9921,10.0
9922,0.0
9923,815.0
9924,4.0
9925,1.0
9926,2.0
9927,0.0
9928,17.0
9929,0.0
9930,0.0
9931,0.0
9932,0.0
9933,9.0
9934,373.0
9935,18.0
9936,50.0
9937,5.0
9938,32.0
9939,24.0
9940,22.0
9941,0.0
9942,0.0
9943,20.0
9944,3.0
9945,0.0
9946,4.0
9947,0.0
9948,6.0
9949,197.0
9950,1.0
9951,2.0
9952,3.0
9953,10.0
9954,90.0
9955,0.0
9956,6.0
9957,0.0
9958,0.0
9959,3.0
9960,1.0
9961,2.0
9962,5.0
9963,0.0
9964,16.0
9965,6.0
9966,0.0
9967,1.0
9968,1.0
9969,0.0
9970,1.0
9971,0.0
9972,9.0
9973,5.0
9974,10.0
9975,1.0
9976,2.0
9977,2.0
9978,0.0
9979,2.0
9980,0.0
9981,2575.0
9982,7.0
9983,0.0
9984,122.0
9985,48.0
9986,9.0
9987,3.0
9988,32.0
9989,226.0
9990,0.0
9991,71.0
9992,2.0
9993,1520.0
9994,37.0
9995,250.0
9996,68.0
9997,249.0
9998,0.0
9999,3.0
10000,11.0
10001,10.0
10002,2.0
10003,0.0
10004,2.0
10005,14.0
10006,1.0
10007,0.0
10008,1.0
10009,12.0
10010,26.0
10011,23.0
10012,0.0
10013,9.0
10014,15.0
10015,0.0
10016,1.0
10017,0.0
10018,0.0
10019,0.0
10020,1.0
10021,35.0
10022,0.0
10023,0.0
10024,0.0
10025,24.0
10026,0.0
10027,1.0
10028,2.0
10029,0.0
10030,3.0
10031,6.0
10032,24.0
10033,18.0
10034,20.0
10035,1.0
10036,0.0
10037,0.0
10038,12.0
10039,0.0
10040,0.0
10041,11.0
10042,13.0
10043,16.0
10044,63.0
10045,0.0
10046,0.0
10047,62.0
10048,0.0
10049,4.0
10050,0.0
10051,0.0
10052,205.0
10053,46.0
10054,0.0
10055,1.0
10056,7.0
10057,13.0
10058,21.0
10059,215.0
10060,5.0
10061,23.0
10062,1.0
10063,0.0
10064,12.0
10065,1.0
10066,10.0
10067,3.0
10068,2.0
10069,6.0
10070,561.0
10071,0.0
10072,0.0
10073,0.0
10074,4.0
10075,0.0
10076,10.0
10077,1.0
10078,8.0
10079,6.0
10080,0.0
10081,0.0
